"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MYE","Myers Industries, Inc.","13.32","476429080.68","n/a","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",
"MYOV","Myovant Sciences Ltd.","20.43","1836031310.82","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",
"NBR","Nabors Industries Ltd.","34.56","252280396.8","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","6.87","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",
"NC","NACCO Industries, Inc.","21.85","153417240.4","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","5.95","231663250","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","25.03","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","25.48","778731404.36","n/a","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","40.34","3668666921.68","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","59.39","41692096192.36","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","57.45","2565142614.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","11.19","4344215638.56","n/a","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","83.64","587087058.96","n/a","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","35.8","6156316605.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",
"NNN^F","National Retail Properties","24.69","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",
"NRUC","National Rural Utilities Cooperative Finance Corporation","26.43","0","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",
"SID","National Steel Company","2.06","2843035966.82","n/a","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","27.54","1876679425.8","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","25.89","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",
"NTCO","Natura &Co Holding S.A.","15.26","9067613179.66","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ntco",
"NGS","Natural Gas Services Group, Inc.","5.86","78885661.62","n/a","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","12.86","289489479.56","n/a","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","12.7","155717227.3","n/a","2002","Energy","Coal Mining","https://old.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.3","14261791.7","n/a","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","8.53","254335555.35","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/nls",
"NVGS","Navigator Holdings Ltd.","6.82","381288727.16","n/a","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","3.88","61835311.68","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","2.09","28146874.36","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","3","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","3.51","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^h",
"NMM","Navios Maritime Partners LP","9.01","98998987.79","n/a","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","26.22","2609006180.82","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","20","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",
"NCR","NCR Corporation","16.7","2134260000","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ncr",
"NP","Neenah, Inc.","46.71","784328676.21","n/a","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/np",
"NNI","Nelnet, Inc.","45.37","1772838693.47","n/a","2003","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","8.36","407600327.2","n/a","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/nptn",
"NSCO","Nesco Holdings, Inc.","4.44","217710529.32","n/a","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/nsco",
"NSCO.WS","Nesco Holdings, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsco.ws",
"NVRO","Nevro Corp.","119.68","4068910560","n/a","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","7.87","183913384.66","n/a","1988","n/a","n/a","https://old.nasdaq.com/symbol/hyb",
"NFH","New Frontier Health Corporation","8.02","1053482979.6","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nfh",
"NFH.WS","New Frontier Health Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfh.ws",
"GF","New Germany Fund, Inc. (The)","15.03","236446203.51","n/a","1990","n/a","n/a","https://old.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","3.08","55993984.2","n/a","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","7.82","38465078.56","n/a","1990","n/a","n/a","https://old.nasdaq.com/symbol/irl",
"NMFC","New Mountain Finance Corporation","8.98","869509531.16","n/a","2011","n/a","n/a","https://old.nasdaq.com/symbol/nmfc",
"NMFX","New Mountain Finance Corporation","23.9","0","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/nmfx",
"EDU","New Oriental Education & Technology Group, Inc.","132.11","20930065758.8","n/a","2006","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","69.87","4181294900.01","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","7.38","3067491199.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nrz",
"NRZ^A","New Residential Investment Corp.","21.7254","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^a",
"NRZ^B","New Residential Investment Corp.","20.65","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^b",
"NRZ^C","New Residential Investment Corp.","18.74","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^c",
"SNR","New Senior Investment Group Inc.","3.09","256099885.98","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snr",
"NYCB","New York Community Bancorp, Inc.","10.13","4699682205.07","n/a","n/a","Finance","Banks","https://old.nasdaq.com/symbol/nycb",
"NYCB^A","New York Community Bancorp, Inc.","24.74","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^a",
"NYCB^U","New York Community Bancorp, Inc.","43.54","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^u",
"NYT","New York Times Company (The)","41.71","6951560820.59","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nyt",
"NJR","NewJersey Resources Corporation","30.94","2962567498.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/njr",
"NEU","NewMarket Corporation","388.11","4245435933.84","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/neu",
"NEM","Newmont Corporation","58.41","46878967537.38","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","1.81","162717285.93","n/a","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nr",
"NEXA","Nexa Resources S.A.","6.55","867472902.05","n/a","2017","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nexa",
"NREF","NexPoint Real Estate Finance, Inc.","16.42","86410808.28","n/a","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nref",
"NXRT","NexPoint Residential Trust, Inc.","33.42","812087652.42","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nxrt",
"NHF","NexPoint Strategic Opportunities Fund","11.12","507149439.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhf",
"NEP","NextEra Energy Partners, LP","50.81","3329546984.84","n/a","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","241.67","118285393583.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nee",
"NEE^I","NextEra Energy, Inc.","25.56","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","25.4","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^j",
"NEE^K","NextEra Energy, Inc.","25.64","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^k",
"NEE^N","NextEra Energy, Inc.","27.11","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^n",
"NEE^O","NextEra Energy, Inc.","48.92","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^o",
"NEE^P","NextEra Energy, Inc.","42.62","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^p",
"NEX","NexTier Oilfield Solutions Inc.","2.55","545163594.75","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nex",
"NGL","NGL ENERGY PARTNERS LP","4.88","628405969.2","n/a","2011","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/ngl",
"NGL^B","NGL ENERGY PARTNERS LP","15","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^b",
"NGL^C","NGL ENERGY PARTNERS LP","16.75","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^c",
"NMK^B","Niagara Mohawk Holdings, Inc.","98.95","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","99.36","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^c",
"NLSN","Nielsen N.V.","14.13","5037000100.83","n/a","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/nlsn",
"NKE","Nike, Inc.","100.08","155627876178.72","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/nke",
"NINE","Nine Energy Service, Inc.","2.01","63834872.43","n/a","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nine",
"NIO","NIO Inc.","6.86","7817649105.7","n/a","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nio",
"NI","NiSource, Inc","22.4","8574708172.8","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","26.52","0","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni^b",
"NL","NL Industries, Inc.","3.23","157481020.82","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/nl",
"NOAH","Noah Holdings Ltd.","25.33","1561221642.4","n/a","2010","Finance","Investment Managers","https://old.nasdaq.com/symbol/noah",
"NE","Noble Corporation","0.3092","77594656.778","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ne",
"NOK","Nokia Corporation","4.2","23599510200","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","21.39","4302124647.33","n/a","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","4.44","13492882468.92","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nmr",
"OSB","Norbord Inc.","21.46","1729676000","n/a","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/osb",
"NAT","Nordic American Tankers Limited","4.25","625730194.5","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nat",
"JWN","Nordstrom, Inc.","15.97","2507814742.26","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/jwn",
"NSC","Norfolk Southern Corporation","169.15","43332699839.5","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/nsc",
"NOA","North American Construction Group Ltd.","6.12","177667737.12","n/a","2006","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","3.5","32167065","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nrt",
"NOC","Northrop Grumman Corporation","301.91","50329221214.3","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/noc",
"NWN","Northwest Natural Holding Company","54.43","1661691183.94","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","52.86","2673071049.66","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nwe",
"NCLH","Norwegian Cruise Line Holdings Ltd.","15.8","4050281920.6","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NVS","Novartis AG","88.8","203234620341.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","66.53","155268915199.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvo",
"DNOW","NOW Inc.","8.11","886490037.26","n/a","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/dnow",
"NRG","NRG Energy, Inc.","32.57","7949915544.2","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nrg",
"NUS","Nu Skin Enterprises, Inc.","37.91","1967492265.21","n/a","1996","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","40.67","12247149794.46","n/a","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","15.34","1675038168.96","n/a","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","19.27","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","17.4909","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","19.97","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^c",
"NSS","NuStar Logistics, L.P.","20.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nss",
"NTR","Nutrien Ltd.","33.52","19077771741.2","n/a","2018","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/ntr",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","15.3","3099059293.5","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","10.02","2072891998.98","n/a","1987","n/a","n/a","https://old.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","15.4","238947662.8","n/a","2009","n/a","n/a","https://old.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","13.9","3651816993.3","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","13.265","153491410.87","n/a","1992","n/a","n/a","https://old.nasdaq.com/symbol/naz",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","14.88","707102569.92","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","14.31","47265371.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","10.21","286809099.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","14.4","2084184849.6","n/a","1999","n/a","n/a","https://old.nasdaq.com/symbol/nac",
"JCE","Nuveen Core Equity Alpha Fund","12.03","192832250.43","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/jce",
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund","8.26","228949135.38","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/jco",
"JQC","Nuveen Credit Strategies Income Fund","5.9","800094811","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","7.66","151181720.22","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/jdd",
